hand to marker: 0.10
timestamp dist x y z rx ry rz
156.376 0.286 -0.0111 -0.0375 0.2833 -0.3550 -0.2846 1.2078 
156.410 0.286 -0.0112 -0.0375 0.2836 -0.3558 -0.2820 1.2056 
163.943 0.283 -0.0103 -0.0450 0.2796 -0.3419 -0.2915 1.2189 
163.976 0.283 -0.0106 -0.0452 0.2789 -0.3487 -0.2844 1.2191 
164.008 0.283 -0.0108 -0.0456 0.2790 -0.3492 -0.2913 1.2208 
164.042 0.283 -0.0111 -0.0459 0.2788 -0.3501 -0.2847 1.2175 
172.541 0.272 -0.0128 -0.0384 0.2692 -0.3523 -0.2816 1.2353 
172.575 0.273 -0.0127 -0.0384 0.2698 -0.3423 -0.2860 1.2376 
172.607 0.273 -0.0127 -0.0386 0.2699 -0.3512 -0.2770 1.2369 
172.642 0.273 -0.0126 -0.0386 0.2698 -0.3453 -0.2796 1.2373 
172.673 0.273 -0.0125 -0.0388 0.2699 -0.3451 -0.2843 1.2382 
181.340 0.292 -0.0190 -0.0374 0.2891 -0.3093 -0.2738 1.2592 
181.381 0.293 -0.0188 -0.0375 0.2897 -0.2968 -0.2731 1.2617 
181.407 0.292 -0.0187 -0.0374 0.2894 -0.3146 -0.2576 1.2587 
181.438 0.293 -0.0186 -0.0375 0.2901 -0.2828 -0.2821 1.2600 
190.171 0.289 -0.0044 -0.0432 0.2861 -0.3059 -0.2646 1.2274 
190.206 0.290 -0.0045 -0.0432 0.2864 -0.3013 -0.2711 1.2266 
190.238 0.290 -0.0046 -0.0432 0.2869 -0.3004 -0.2724 1.2233 
190.271 0.290 -0.0047 -0.0431 0.2863 -0.2999 -0.2697 1.2239 
198.102 0.286 -0.0013 -0.0408 0.2835 -0.3218 -0.2980 1.1991 
198.137 0.287 -0.0011 -0.0411 0.2844 -0.3032 -0.3128 1.1981 
198.169 0.287 -0.0010 -0.0411 0.2844 -0.3068 -0.3080 1.1954 
198.203 0.287 -0.0008 -0.0410 0.2836 -0.3133 -0.3066 1.2005 
206.601 0.286 -0.0114 -0.0428 0.2825 -0.2627 -0.2645 1.1574 
206.636 0.286 -0.0113 -0.0428 0.2830 -0.2563 -0.2764 1.1557 
206.668 0.287 -0.0111 -0.0428 0.2832 -0.2503 -0.2746 1.1576 
206.701 0.287 -0.0109 -0.0428 0.2837 -0.2525 -0.2739 1.1567 
213.733 0.269 -0.0139 -0.0421 0.2651 -0.2682 -0.3715 1.1797 
213.766 0.269 -0.0138 -0.0420 0.2652 -0.2766 -0.3726 1.1790 
213.802 0.270 -0.0137 -0.0421 0.2662 -0.2662 -0.3585 1.1825 
213.832 0.270 -0.0135 -0.0420 0.2665 -0.2721 -0.3576 1.1813 
213.869 0.270 -0.0135 -0.0419 0.2669 -0.2728 -0.3617 1.1795 
221.566 0.300 -0.0061 -0.0492 0.2956 -0.2184 -0.2950 1.1933 
221.598 0.299 -0.0060 -0.0491 0.2951 -0.2246 -0.3007 1.1964 
221.634 0.299 -0.0060 -0.0491 0.2949 -0.2215 -0.3031 1.1908 
221.669 0.298 -0.0060 -0.0490 0.2939 -0.2391 -0.2878 1.1909 
229.263 0.271 -0.0171 -0.0503 0.2653 -0.2581 -0.2507 1.2075 
229.299 0.270 -0.0173 -0.0504 0.2649 -0.2712 -0.2368 1.2092 
229.331 0.270 -0.0176 -0.0505 0.2651 -0.2550 -0.2465 1.2093 
229.363 0.269 -0.0177 -0.0504 0.2641 -0.2684 -0.2412 1.2077 
235.695 0.265 -0.0114 -0.0445 0.2614 -0.2466 -0.3051 1.1044 
235.729 0.266 -0.0114 -0.0443 0.2615 -0.2376 -0.3281 1.1012 
235.763 0.265 -0.0116 -0.0441 0.2613 -0.2419 -0.3074 1.1016 
235.797 0.265 -0.0116 -0.0438 0.2609 -0.2401 -0.3185 1.1006 
242.028 0.246 -0.0131 -0.0532 0.2393 -0.2496 -0.3291 1.0955 
242.060 0.245 -0.0129 -0.0531 0.2392 -0.2509 -0.3432 1.0932 
242.095 0.246 -0.0128 -0.0532 0.2399 -0.2381 -0.3332 1.0946 
242.131 0.246 -0.0126 -0.0530 0.2395 -0.2437 -0.3338 1.0938 
248.594 0.230 -0.0146 -0.0562 0.2229 -0.2901 -0.3209 1.1008 
248.629 0.231 -0.0143 -0.0559 0.2236 -0.2962 -0.3118 1.1001 
248.660 0.232 -0.0142 -0.0557 0.2249 -0.2892 -0.3101 1.0968 
248.693 0.234 -0.0140 -0.0558 0.2268 -0.2791 -0.3129 1.1000 
248.727 0.235 -0.0139 -0.0559 0.2279 -0.2829 -0.3138 1.1007 
