               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  42,             0.07309,            0.030712,                   0,             0.56586,             0.40867,             0.51524,             0.19311,             0.07592,            0.016384,                   0,            0.019966,           0.0049657,           0.0049657
                  43,            0.074141,            0.025993,                   0,             0.51685,              0.4375,             0.48849,             0.13085,            0.060184,            0.019581,                   0,            0.017996,           0.0049964,           0.0049964
                  44,             0.06734,            0.033846,                   0,             0.51685,              0.4375,             0.48849,             0.13085,            0.060184,            0.019581,                   0,            0.016023,           0.0050232,           0.0050232
                  45,            0.065594,            0.026338,                   0,             0.56364,              0.4375,             0.47384,             0.13083,            0.060062,            0.019554,                   0,            0.014046,            0.005046,            0.005046
                  46,            0.064822,            0.024374,                   0,             0.56364,              0.4375,             0.47384,             0.13083,            0.060062,            0.019554,                   0,            0.012065,           0.0050648,           0.0050648
                  47,            0.066701,            0.028673,                   0,             0.64361,              0.4375,             0.51945,             0.25631,            0.077818,            0.015911,                   0,             0.01008,           0.0050797,           0.0050797
                  48,            0.072976,            0.024232,                   0,             0.64361,              0.4375,             0.51945,             0.25631,            0.077818,            0.015911,                   0,           0.0080906,           0.0050906,           0.0050906
                  49,            0.071207,            0.021956,                   0,             0.41334,             0.66112,             0.57929,             0.18438,            0.054712,            0.019596,                   0,           0.0060975,           0.0050975,           0.0050975
                  50,            0.060069,            0.027793,                   0,             0.41334,             0.66112,             0.57929,             0.18438,            0.054712,            0.019596,                   0,             0.00505,             0.00505,             0.00505
                  51,            0.058699,            0.028633,                   0,              0.2719,              0.6072,             0.24635,            0.090319,            0.073676,            0.016197,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.070402,            0.022307,                   0,              0.2719,              0.6072,             0.24635,            0.090319,            0.073676,            0.016197,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.071301,            0.019537,                   0,             0.49523,             0.61368,             0.57269,             0.24908,            0.052493,            0.018318,                   0,            0.004852,            0.004852,            0.004852
                  54,             0.05892,            0.029142,                   0,             0.49523,             0.61368,             0.57269,             0.24908,            0.052493,            0.018318,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.052561,            0.020879,                   0,             0.31392,                 0.5,             0.40116,             0.18203,            0.068561,            0.016823,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.061666,            0.024501,                   0,             0.31392,                 0.5,             0.40116,             0.18203,            0.068561,            0.016823,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.063577,            0.022724,                   0,             0.64898,             0.57858,             0.71983,             0.28121,            0.050032,            0.018398,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.061612,            0.026129,                   0,             0.64898,             0.57858,             0.71983,             0.28121,            0.050032,            0.018398,                   0,            0.004357,            0.004357,            0.004357
                  59,             0.06052,            0.028161,                   0,             0.47669,              0.5625,             0.56528,              0.2286,            0.064302,            0.016521,                   0,            0.004258,            0.004258,            0.004258
                  60,             0.05868,            0.031936,                   0,             0.47669,              0.5625,             0.56528,              0.2286,            0.064302,            0.016521,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.058164,            0.026354,                   0,              0.6119,              0.6875,             0.74645,             0.37152,            0.045783,            0.017887,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.050904,            0.024193,                   0,              0.6119,              0.6875,             0.74645,             0.37152,            0.045783,            0.017887,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.052966,            0.024279,                   0,             0.30359,               0.875,             0.51478,             0.15894,             0.05205,            0.017212,                   0,            0.003862,            0.003862,            0.003862
                  64,             0.05297,            0.025586,                   0,             0.30359,               0.875,             0.51478,             0.15894,             0.05205,            0.017212,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.054306,            0.022661,                   0,             0.47097,              0.4375,              0.5896,             0.22693,            0.047105,              0.0177,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.055847,            0.022745,                   0,             0.47097,              0.4375,              0.5896,             0.22693,            0.047105,              0.0177,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.058216,            0.027502,                   0,             0.45404,               0.625,             0.59502,             0.32223,             0.04754,            0.016544,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.050938,            0.024191,                   0,             0.45404,               0.625,             0.59502,             0.32223,             0.04754,            0.016544,                   0,            0.003367,            0.003367,            0.003367
                  69,             0.05216,            0.021942,                   0,             0.76769,              0.8125,             0.79341,             0.40238,            0.041546,            0.016991,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.050296,            0.020611,                   0,             0.76769,              0.8125,             0.79341,             0.40238,            0.041546,            0.016991,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.047152,            0.020439,                   0,             0.61269,               0.625,             0.70284,             0.33575,            0.048199,            0.015968,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.049933,            0.020858,                   0,             0.61269,               0.625,             0.70284,             0.33575,            0.048199,            0.015968,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.050765,            0.024746,                   0,             0.77555,             0.86437,              0.8915,             0.42543,            0.038584,            0.016399,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.042374,            0.022559,                   0,             0.77555,             0.86437,              0.8915,             0.42543,            0.038584,            0.016399,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.045644,            0.015211,                   0,             0.63549,              0.6875,             0.75111,              0.3767,            0.043048,            0.015831,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.045768,            0.022294,                   0,             0.63549,              0.6875,             0.75111,              0.3767,            0.043048,            0.015831,                   0,            0.002575,            0.002575,            0.002575
                  77,             0.04757,             0.02288,                   0,             0.78596,             0.91874,             0.89997,             0.43962,            0.039413,            0.015224,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.044223,            0.023178,                   0,             0.78596,             0.91874,             0.89997,             0.43962,            0.039413,            0.015224,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.043502,            0.023266,                   0,             0.69708,                0.75,              0.7719,             0.41516,            0.038666,            0.015224,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.040521,            0.021174,                   0,             0.69708,                0.75,              0.7719,             0.41516,            0.038666,            0.015224,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.041383,            0.021723,                   0,             0.88205,              0.9349,              0.9288,             0.55357,            0.035598,            0.014954,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.040922,             0.02353,                   0,             0.88205,              0.9349,              0.9288,             0.55357,            0.035598,            0.014954,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.039078,            0.024991,                   0,             0.77509,              0.8125,             0.86502,             0.51261,            0.035663,            0.015057,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.039279,            0.025803,                   0,             0.77509,              0.8125,             0.86502,             0.51261,            0.035663,            0.015057,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.041078,              0.0247,                   0,             0.86188,              0.9375,              0.9288,             0.57124,            0.032787,            0.014851,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.036923,            0.022224,                   0,             0.86188,              0.9375,              0.9288,             0.57124,            0.032787,            0.014851,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.04081,            0.026616,                   0,             0.88175,              0.9375,             0.91857,              0.5414,            0.033735,            0.014839,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.036382,            0.021914,                   0,             0.88175,              0.9375,             0.91857,              0.5414,            0.033735,            0.014839,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.038686,            0.027037,                   0,             0.76767,              0.9375,             0.87751,              0.4976,            0.032108,            0.014896,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.038096,            0.024373,                   0,             0.76767,              0.9375,             0.87751,              0.4976,            0.032108,            0.014896,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.035244,            0.020233,                   0,             0.84718,              0.9375,             0.91782,              0.5498,            0.030022,            0.014698,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.037594,            0.026322,                   0,             0.84718,              0.9375,             0.91782,              0.5498,            0.030022,            0.014698,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.035221,            0.024218,                   0,             0.90669,              0.9375,             0.93361,             0.57873,            0.029733,            0.014507,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.035475,             0.02354,                   0,             0.90669,              0.9375,             0.93361,             0.57873,            0.029733,            0.014507,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.034987,            0.019665,                   0,             0.90906,              0.9375,             0.93759,             0.58748,            0.029181,            0.014465,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.040617,            0.021078,                   0,             0.90906,              0.9375,             0.93759,             0.58748,            0.029181,            0.014465,                   0,            0.000595,            0.000595,            0.000595
                  97,             0.03338,            0.022203,                   0,             0.91335,              0.9375,             0.93988,             0.59755,            0.028987,            0.014355,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.036776,            0.021006,                   0,             0.91335,              0.9375,             0.93988,             0.59755,            0.028987,            0.014355,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.036105,            0.022554,                   0,             0.91716,              0.9375,             0.93988,             0.59065,            0.028667,            0.014366,                   0,            0.000298,            0.000298,            0.000298
